"betaAA","phi","kappa","alpha","zeta","betaHD","betaHI_EU","imp_nEU","propres_impnEU"
0.000744251525661718,0.00121079621601873,0.994541488901634,0.481072409673975,0.0110293282585994,0.00142239410081434,0.000178117128488405,0.0359017037996502,0.990990480828079
0.00308635482333747,0.000982889364718437,3.02630773381377,0.511428012212888,0.0103560510938542,0.00151447388981199,0.000130553021841298,0.143216414887191,0.230642575216328
0.00410283364739184,0.00117934061309025,2.27016161077278,0.484115009474283,0.008098880573007,0.00149239347952424,4.69543479231346e-05,0.0135201799828344,0.84099005400498
0.00447243036473093,0.000586307756989741,3.35825954673917,0.513385740093992,0.0102972675575359,0.0010836609505989,0.000213711581614069,0.261408452360332,0.0343426017895623
0.000500834327435048,0.00135426723535233,4.02657392174862,0.525425628722014,0.0108235655246447,0.00115836712494672,0.000176545815433614,0.231353818094602,0.556734376070881
0.0010524865492581,0.0028666991271613,2.04450987487508,0.437325027893703,0.0107705721540472,0.00150683516720064,4.72849295851201e-06,0.128484721870707,0.807778117540059
0.00135416947570144,0.000950906312773083,3.73117899913852,0.494739474756688,0.0112097283833415,0.0014997464978844,6.0207699505649e-05,0.057501845957645,0.133657367049053
0.00123878851345096,0.00186532656333669,2.68079326917002,0.477897180390462,0.0116423251177623,0.00128182596347671,0.000132512213380259,0.0463191898347576,0.0618058691782224
0.000315644136827222,0.000547692376539084,3.14862000459964,0.535953271945179,0.0119211752119218,0.00116505353919987,0.000358299893175102,0.101936863571338,0.416287805665363
0.00224156751616546,0.000213163386910488,3.98009953102341,0.52435858017131,0.0118922328509246,0.00146309558367815,0.000133870084803397,0.160625708585506,0.0498778822698134
0.000761282658672747,1.38503625163026e-05,4.24853190670334,0.550003689707382,0.0128342340067017,0.00141674655577172,8.20992562852199e-05,0.226310786056456,0.925000299408185
0.00388918806819702,0.000446446968478699,1.74531249603152,0.487159715832901,0.008723017035599,0.00166280077221938,3.9441791768383e-05,0.00268885003427735,0.363944422866972
0.0015932715924727,0.00203265600486438,3.2423275519716,0.491564012305554,0.0121593395305411,0.00109099102529845,9.76770156146376e-05,0.0693003011781027,0.388863212265681
0.00133499184616035,0.00177234500591297,3.98068432353227,0.516195040369071,0.00989771572168546,0.00150523579823749,0.00021297882934344,0.144549481714758,0.0146864688894995
0.0019336137864371,0.000878949797040625,4.3929856356211,0.541747163082881,0.0100139575372711,0.00161966366627526,3.36044518840379e-05,0.103837519349036,0.390931123415967
0.00307169607629494,0.00229541297546999,3.30473835468897,0.462123476449798,0.00920873186472482,0.00163391509811527,4.01363096878551e-05,0.176661139462557,0.673028755499598
0.000779269598874494,0.00163966933217117,4.88079329475511,0.538287888904703,0.0114816572312594,0.000954135521973819,0.000294782144347219,0.208121563969509,0.574893467656514
0.00695413111817334,0.000200937744012502,3.41429720712846,0.519743118647295,0.00930676112223546,0.00145655965215493,0.000116587259332657,0.277771940615643,0.272819927954171
0.00218306226689613,0.0033656941392205,4.89917952367833,0.478538027138139,0.0085421266074933,0.00153896205254647,6.87151799712122e-05,0.01575157421702,0.180272573611484
0.00448447204843742,0.000582313810484945,0.846280921067425,0.470025584303824,0.0103004621886795,0.00123611840990457,6.32563196951997e-05,0.279974560812739,0.542888803616853
0.000583370961621479,0.000666443563156213,4.25046657156968,0.555711482842569,0.00915585718702631,0.0013141805597591,0.000471215739615315,0.228979109180263,0.406915728829775
0.00490622623088108,1.27609843986824e-05,3.75472022107252,0.531555317860656,0.0102162199617025,0.00151886024813526,0.000173123776887941,0.283874810130364,0.577194811305202
0.00509548400433676,0.000494395875919559,3.31163469028763,0.523293210524775,0.0105453336841989,0.00127861078530188,0.000160692354832496,0.197359347421567,0.722465566096605
0.00261975517584055,0.000834270170391226,2.020101060676,0.487878431926988,0.0105601896179139,0.00135527979876016,0.000121846813946351,0.179615026661543,0.0503488975164038
0.00631079701189865,0.001152873163371,4.18820351842385,0.513177317774946,0.010457120696843,0.00131009111844982,0.000145294972443348,0.125913303918902,0.593467293926633
0.00154201580511061,0.00144860376153221,3.14645313719691,0.50982909753047,0.00843002390377556,0.00192151090001947,6.92043513758839e-05,0.125611878913103,0.68140852450315
0.000394382378948785,1.89883787375706e-05,4.45091939521135,0.56175007431731,0.0116316846570314,0.00108627166509312,0.000328174264911341,0.178574721014684,0.487510477436506
0.00588294903875503,7.4516897636442e-05,2.63045117222958,0.519905864921739,0.0103103347683875,0.00132114883080217,0.00025926217981469,0.103259055169469,0.765318709691029
0.00138786386112679,0.000172123624830692,0.367307485538056,0.502555518110268,0.0115148153900603,0.00113646174673981,6.6639835005008e-05,0.0219814402003663,0.0277148034681291
0.00242683741737914,0.00116447524061805,4.68873187644436,0.540910164067572,0.0102925616110441,0.00176804577279833,4.32711885525788e-05,0.240007420075557,0.0700718609185638
0.000131964049680692,0.00119819584645825,3.66695957200464,0.504003530485125,0.0117875568142532,0.00124365086386509,0.000124506010270295,0.259489101561502,0.423331289914556
