"betaAA","phi","kappa","alpha","zeta","betaHA","imp_nEU","propres_impnEU"
0.0160548860377385,0.0257725046847694,19.7337486972258,0.334502958865558,0.0159203885818622,0.00401509418537012,0.142648521926804,0.201197425059228
0.0158840432681155,0.0147367964711982,15.2742380336056,0.44848481164775,0.00506079523476622,0.00613347337582843,0.0593493628035162,0.58018344687839
0.00328443663838733,0.0279744687559547,22.3209823923006,0.338669111590913,0.0124252010642475,0.00398591080586553,0.28339751623981,0.0620164253457836
0.0170409173263647,0.0234422755951338,20.1003049998477,0.441155834032948,0.0180233906817819,0.00302651800730152,0.104674729611122,0.176357681977323
0.0226024483827514,0.0181945540012138,25.3006075257241,0.438109257000309,0.016037789357058,0.00411031902711777,0.0994568049409724,0.203125313577739
0.00609764131328587,0.016044984888213,26.2392013322182,0.442618008543767,0.0186083446876697,0.00236184096536229,0.0698258626401295,0.106894517168726
0.0247715632568641,0.014859784474351,15.1992026672303,0.371299198709295,0.00970743574978379,0.00226212672848014,0.0117331349900227,0.58660250179674
0.00946805131524424,0.0108324124847667,19.7612206259265,0.528589939502142,0.0160769035932052,0.00368730222212861,0.20771446939405,0.605651704499276
0.00309938307852905,0.0222507726912752,17.0126252510379,0.312901837608883,0.0160935128059464,0.00261260791181887,0.226779576088896,0.0832207476381833
0.0152118054567151,0.0103489824399146,18.6256296077564,0.543517313265932,0.00931892605546902,0.0035803833901211,0.0759423808202764,0.391260147405045
0.00836098174248965,0.0288906765559958,23.3540212198964,0.370418420541644,0.0135821025522037,0.00372975945984864,0.215172877347652,0.028232497516745
0.000382982492702126,0.0248216761079148,18.7911855588062,0.430466372518563,0.0153851079677087,0.00321683144382919,0.255137633573158,0.301360139890602
0.00454978312044463,0.00940390810411632,22.9764548351227,0.521502672166521,0.0184561465086406,0.00394747581506644,0.0649230092599327,0.268595763329386
0.00817056058389956,0.020462389566411,25.6978882983733,0.429619129217994,0.0131729652478572,0.00398863578458441,0.218669646107035,0.237047685834611
0.0207592262211932,0.0247718742428458,24.9626482639823,0.388591992620037,0.0108049036814543,0.00445370736372449,0.125564802258343,0.178987783035188
0.00539581374956947,0.0123040755478212,24.0171227068835,0.620223421009949,0.019406984334779,0.00368430605332836,0.229000386523349,0.171909251095415
0.00670390289076834,0.0255928215720801,19.8391446305604,0.477856968458257,0.0167350267388771,0.00311641622449934,0.176659801936179,0.0553190938404504
0.00106279151319193,0.0224243753875742,7.22484758092936,0.314974218451618,0.0151289836821656,0.00223340608115591,0.265095238637857,0.320586960109073
0.0130777432456968,0.0215707065520702,28.3596782708888,0.589591631154825,0.0179408193802102,0.00424761448374814,0.0957823919734311,0.624343194430192
0.00560649354255931,0.026784661857414,16.4900035248863,0.349709712270113,0.018293273085566,0.00368230457508176,0.159913491889621,0.466774182809374
0.0117990010117338,0.0266317888678956,24.0496592598854,0.365093300615924,0.0183987387292751,0.00235067281024574,0.0496355950847531,0.489934703154087
0.00926453703041191,0.0383831296733672,29.3145083191017,0.317707588384013,0.0177416673552383,0.00327708280717205,0.188746445147733,0.150841971802808
0.0140992560120588,0.0310034811806161,21.6439348751648,0.284424616940506,0.0065477958130803,0.0048800012590356,0.258419625858984,0.0992524574984429
0.00659680504672197,0.0202081447169097,18.7236333183047,0.503655952679066,0.0158316050604304,0.00284068859504175,0.044586715891649,0.262019528553771
0.00389184717899195,0.0226596524609772,27.6224403743831,0.520062044367272,0.0142947686399544,0.00424612962165088,0.22757219117215,0.280538464902398
0.00174429526640241,0.00650406594777723,2.29314171901158,0.499974712793824,0.0125416788315445,0.00367593910511919,0.0408074597660927,0.487057932595056
0.00284316239520213,0.0214759234519752,12.3838775462305,0.437123593689636,0.0176424065576066,0.00433512902879907,0.0173527749896875,0.538853468841835
0.0155663509256371,0.0236684139707775,21.168317547092,0.401280317768768,0.0122095931483804,0.0025666006393308,0.187663484962377,0.442605535188036
0.00112581311750807,0.0246409305097697,18.5193390243465,0.280662601932889,0.0179788588185183,0.00222623924023246,0.267018351193713,0.0839119113162376
0.0109035312591111,0.0264506486101508,23.229327512745,0.468856601209255,0.0139032148130338,0.00493991783796459,0.146777798283709,0.713239793591927
0.0154079203196037,0.0288536674632877,29.7463034865592,0.401141700580781,0.00865431091522475,0.00513575885980995,0.0798096932840542,0.256761364732333
0.00238541816097109,0.0359887281958091,26.6007837181732,0.449197549140611,0.0140161593595178,0.00279444977371232,0.201687200801133,0.413990953922312
0.0109230581330087,0.0316531320748204,29.7835219237805,0.401973761296007,0.00859823609658885,0.00540547051031573,0.21179121174502,0.118928972052546
0.0241656438019172,0.0100451138137849,11.3708018324271,0.469073865876901,0.0082039350275883,0.00283554935451734,0.133971976487984,0.722496772513014
0.0058708336683697,0.0440935220148994,26.3865058584585,0.276502793720297,0.0156281580631934,0.00341113866993335,0.265745041806213,0.0522779846896191
0.0157111587781691,0.0197357838357393,21.6165980053575,0.530598533054144,0.0179519203036662,0.00328292475468042,0.131593833673242,0.706716224653283
0.00847684847364526,0.0230728037988027,10.1281232126099,0.232394002839758,0.0104047949882414,0.00230079759580872,0.287622005800679,0.00349510338334377
0.0154472556648326,0.0326718041156987,29.8134150037604,0.366361739320036,0.0120523326037074,0.00229060584724894,0.259180875444258,0.301907875733422
0.0180618033218947,0.0170122562021647,21.6516125075354,0.490113561471297,0.0152547993065992,0.00215365784179255,0.0167087494970002,0.296379954705744
0.013829524070385,0.0207098723047577,27.7998567053025,0.415384928966622,0.0175505589508947,0.0032015622825953,0.098679441807127,0.345181142716701
0.0128027914484993,0.0159415007646681,20.4821860855002,0.405928471806192,0.0169032845265704,0.00431503499211039,0.0641864402138232,0.199102863148242
0.00928614399280808,0.0282975031590547,23.0065501555212,0.429310689685574,0.0193965766743677,0.00353007254129755,0.186929770983369,0.317867413089232
0.00490958737662468,0.0336750873581774,26.9149924877522,0.370324469952054,0.0191210701859559,0.0031008260332455,0.108408593295916,0.124703623222539
0.00348128134769816,0.0265705515875074,17.8376159247787,0.299921538632078,0.0142034986176287,0.00306371301934439,0.189121847037796,0.108529339988796
0.0155569703733224,0.00449884022015966,9.40828660087957,0.456412603479851,0.0127535924622838,0.0041104976286128,0.020464265125952,0.943401020211078
0.00517507725150478,0.0246128157037337,17.8859515120248,0.345121820550392,0.00658712985513089,0.00457140266543676,0.260386073239756,0.0812525872413679
0.00730154776198068,0.0261951838403605,22.8229248864067,0.380586048627092,0.0193226359547046,0.00410083489671139,0.26714484591777,0.399605755974265
0.0151099924217149,0.0189153095207662,16.4084599995103,0.412298784566367,0.014763207064902,0.00427288483082037,0.0657045160501349,0.322299882300548
0.000478891261431726,0.0281361188087105,21.6024780620388,0.314025902785219,0.0179587223518921,0.00352556123169777,0.250050475099208,0.191287073581072
0.0162138145477766,0.0278167820159402,23.7073897353853,0.256123783068103,0.0123619558285131,0.00200606857936043,0.254405981040625,0.0516055737056368
