"betaAA","phi","kappa","alpha","zeta","betaHD","betaHI_EU","imp_nEU","propres_impnEU"
0.00760631226002732,0.0114511727787596,8.84640801430598,0.399553822239459,0.0100287882705238,0.00137413210682546,0.000120792942842631,0.0758470405342576,0.0890757269970072
4.88654310497501e-05,0.00875093069915691,12.8924024036725,0.59745626487435,0.0126613288246993,0.00156842653540588,0.000148237260273335,0.116091836445852,0.0703087894321996
0.00261685801892339,0.0165363886898963,16.9593563770385,0.494584781295784,0.0135772196074689,0.000931582972369243,0.000584796126074567,0.263945383098864,0.641252034345321
0.00156113623895035,0.0115774965564476,8.37187736711516,0.435834500879582,0.00796199356221855,0.00169203056632812,0.000252102687182788,0.068300198626618,0.442466294845642
0.0025630684261715,0.00448709301699148,4.85635051921049,0.558470978333456,0.010979692364647,0.00171200417484613,0.00020888933712692,0.156764573022427,0.410285892371096
0.00323407474134555,0.0104347843193416,10.6591580940629,0.516194835039287,0.0132226967349651,0.000688435884532321,0.000464598757910081,0.293808322534721,0.604806284253363
0.0122014977941256,0.005063882004761,8.17597890557483,0.533773207895823,0.0102289462675037,0.00075506841326739,0.000522879868323983,0.0528655418538459,0.256216995068095
0.00894980142180449,0.00757253827821526,6.52599912465188,0.398258601833238,0.00553987370929288,0.00142403972516394,2.25515266578914e-05,0.0118325471183373,0.0905625165899634
0.00125185018973302,0.0233280571659883,14.0679750634112,0.298829897569674,0.0164602183231477,0.00111253954884887,0.000133350640801723,0.272524918975964,0.649147636500944
0.0107639286850363,0.00426231107632308,5.20917115423519,0.414558956936431,0.00791597285508448,0.0014045331387154,0.000276455928993114,0.197527622130543,0.835568786140684
0.00219312177614087,0.0130925238264524,10.4152345830483,0.378868070230853,0.00974991914749621,0.00112544105686842,0.000102758860503579,0.0946036087024101,0.101301416425305
0.000215749069401313,0.012274644213963,12.458877857462,0.511544465584435,0.00870397109904664,0.00137409368611342,0.000636576109719202,0.170392289332309,0.821821301506717
0.000862150125655326,0.0122339022324482,9.94224856696325,0.368313335311648,0.00979213841071341,0.00158487076738808,0.000144026040353466,0.296908037044557,0.561907393359161
0.00517596681947274,0.00107890312432842,5.22768184689515,0.652832250002153,0.0116268163011356,0.000158277971119797,0.000956188546787682,0.0870430961191924,0.724753782400106
0.010794768776199,0.000177008507426031,4.91566113845548,0.54081666180358,0.010952001839995,0.000834221172150255,0.000426080245432521,0.150561728915778,0.987182139196746
0.00386277326904736,0.0119399727862116,5.8128254660063,0.311748897037504,0.00782437450205372,0.00108149275205329,5.79210706332806e-05,0.149041382698769,0.976581071285959
