"betaAA","phi","kappa","alpha","zeta","betaHD","betaHI_EU","imp_nEU","propres_impnEU"
0.00508975121265672,0.00379214713387709,7.04030286629042,0.494021871115416,0.0123525432914202,0.000572123088912711,0.000508478288859727,0.254466555653731,0.0403726666608596
0.00961161239183311,0.00105741869380631,4.45910739528351,0.4936970859159,0.0101451554532198,0.000658368035221406,0.000393556642273046,0.223568326999931,0.191998407593293
0.0121588073401224,0.00161946592597933,2.93091688682581,0.46484858002364,0.00842967125114455,0.00122840744180069,0.000212667581734509,0.0280788428895481,0.209580249806431
0.00153527030544499,0.00527357590966818,8.43569818916758,0.525938148363702,0.0145631412839791,0.000852171544913817,0.00055347888062418,0.267577931336922,0.266262776271873
0.000430875619788077,0.00420824639960599,8.78723855883707,0.529286777831568,0.0113561056540746,0.0012489059884887,0.000218850375980727,0.187297364700491,0.169703504225854
0.000781029819383882,0.00762087430228073,8.61467455294181,0.468153714692336,0.0110437058151792,0.00112303372811778,0.000296785515157315,0.145591841425089,0.0400074793801701
0.00295922569043868,0.00428411623836371,5.27984995236976,0.495452381341933,0.0109163734969914,0.00149828618909019,0.00016521498370819,0.0105894668711309,0.474841584678213
0.000901668159928588,9.76187633000853e-05,1.64378173194334,0.579354595751877,0.0124798154719492,0.000834779368746772,0.000408750447033736,0.187384782496537,0.541416380335847
0.00346995725785639,0.00212195732024772,2.78553866333736,0.473683225215518,0.00838844325988025,0.00152101903482057,0.000219898861488561,0.265447016985498,0.373240786947892
0.00371863823709215,3.83937125073581e-05,2.43478154850832,0.556717179033957,0.0114957177019719,0.00091532533872841,0.000381391007259536,0.0740809283301549,0.550604887796795
0.00501195122009149,0.0024621419740974,5.32031016651103,0.462753843105697,0.00804708835369069,0.00163398564074259,0.000269112171682104,0.279537212412238,0.124402243219032
0.00341179344463135,0.00549492736628738,7.73977956541941,0.497704536905966,0.0106856836709595,0.00100981423241677,0.000576002996492135,0.077482938563904,0.272940706343024
0.0031910501327757,0.00173469645067679,5.39810877200849,0.542680493827043,0.010607315092144,0.000837641270450335,0.000420783273296509,0.000919589181423645,0.410454836526018
0.00316970169058544,0.00499751219215613,4.45717026574945,0.445815998586707,0.0083667144980064,0.00179531998102354,7.39061937181757e-05,0.0692248374062564,0.368047750440146
0.00356084838205815,0.00563547188000109,7.06648984332648,0.469703679792139,0.0095968043267041,0.00172810180331425,0.000116867795629181,0.0366489087064539,0.330680033198851
0.00483336312259132,0.00328796820390587,6.62324838212164,0.498290810528815,0.0123608637272351,0.00120601199997051,0.000239546560209854,0.149097834650624,0.630764901960227
0.00842952045211326,0.00337184920163749,2.61698569139327,0.391535037977906,0.00753383796599566,0.00168083830842529,1.2217359650867e-05,0.18232278058951,0.385124851778591
0.00696809054550726,0.000820038103359643,0.795566273038553,0.46561230993951,0.00856758104476128,0.00117568222061678,0.00017941847137558,0.15511991094213,0.0220117492233537
0.00328966466809958,0.00826432171371986,9.06231622644951,0.44164984184302,0.00963439621352366,0.00115696958484033,0.0002052262116687,0.267300037139509,0.456904848429681
0.00886145665696361,0.000340025999938398,2.10996219014646,0.510000997436995,0.0103411019817117,0.000850634411066712,0.000205082413961145,0.10127953839257,0.864980368958341
0.00922429679315093,0.000437719419248785,4.31975270577055,0.490204558326856,0.0101776907486187,0.00139977464078312,4.10309811889857e-05,0.0593793667740522,0.831739821731253
0.00205589616973029,0.00162613584000222,2.05484466592097,0.503016600614398,0.00987429428367001,0.00132510690651722,0.000324142045310067,0.151208722458545,0.451722106494956
0.00191691896949988,0.00412939956746571,6.20771594569469,0.518648217063835,0.0117579878962452,0.00167875324913982,6.30719246834579e-05,0.199485566115804,0.0932691940858478
0.00351686377816885,0.00759284467571856,5.97950874125235,0.399231425518258,0.00903260397536678,0.00149641812061329,0.000119995010047144,0.265555469743624,0.285977873256634
0.0079051980153594,0.00685631481869628,6.76331866193843,0.393882154260111,0.00941010429581479,0.00119744648709829,2.31568514224338e-05,0.152946739565623,0.570975214929009
0.0038725777450418,0.000987211251427733,5.5732313850285,0.512226694307442,0.0109057415465503,0.00124507306463813,0.000146468359121953,0.00650263284162747,0.521472294409859
0.00219117521229413,0.00174078101748049,5.69792216351077,0.491810326865594,0.0108953779343746,0.00157280402529929,4.6893920813869e-05,0.148408657065571,0.814293078498799
0.00272602949894775,0.00427018426599767,2.74907923919486,0.443814120532324,0.00953876341350617,0.00141991994997074,0.000199421919867267,0.275039836689406,0.292513984019058
0.0058019650366736,0.00268140539247289,3.27478144531893,0.454270811518908,0.00941733935008273,0.00114761350195086,0.000314294177425913,0.207095208664901,0.188449893798655
0.00981009545525416,0.00202111827275009,4.56804021431733,0.49805009417169,0.00685092560511825,0.00113768295724038,0.000441437901954497,0.142767791067734,0.386408575917772
0.00374743439184573,0.0082328266080624,9.26149113848907,0.438428666170728,0.00917109857173436,0.00159909613773373,0.00020090976674531,0.000291479767989475,0.618407926664006
0.00218520369030662,0.000678441644514606,5.5757596477777,0.536994049314689,0.0115265362706962,0.000909697560347571,0.000296857975092651,0.073556309985636,0.779475639810396
0.0108344647695994,0.00289760578903192,4.86797002424554,0.452936557491505,0.00835753886489379,0.00126706048417582,0.000291055346180676,0.252860022922641,0.0132937220423128
0.00460171625496594,0.00114020174960774,4.31140070832742,0.549844026701617,0.00906461078803699,0.000947569470996712,0.000287015514532474,0.237998477423178,0.402122208208169
