"betaAA","phi","kappa","alpha","zeta","betaHA","imp_nEU","propres_impnEU"
0.00156745182258844,0.00666908682763238,7.47256404002494,0.462588644799304,0.00798482587427254,0.00346952653270354,0.0787526325052248,0.353439280967902
0.00739542098701533,0.0147404860279931,7.88316685609507,0.394192283441403,0.0111792352504573,0.00457186124817473,0.147020467277341,0.491514979182469
0.0128730518485996,0.0113187579892157,11.3535392453727,0.520724286542624,0.00675587493354054,0.00347922426064047,0.0796598313619012,0.189895574037044
0.00222455573447736,0.0159562464772672,15.292513844036,0.49417012940019,0.00856874679358723,0.0028934227902407,0.100138666069212,0.204691495453299
0.000826047204350536,0.0191389637177217,11.057316795969,0.456570895773205,0.0161560173883313,0.0030914269726059,0.112172829781228,0.546353335493237
0.0071114694578706,0.00941122142573376,19.0588986245986,0.716742954862469,0.0143145122569471,0.00565991002170396,0.0667084822584695,0.671123837679175
0.00392285033260996,0.0135787619906537,3.20151619278388,0.398166197344113,0.00700574404470434,0.00482842083519377,0.138173859062261,0.353227406817337
0.00411175288132858,0.0120329484795612,16.7677190149662,0.601666979629002,0.0098882962492299,0.00415733897991326,0.125477705346822,0.394552281853314
0.0136879507574668,0.0176125035071498,8.16732290072754,0.319628627501158,0.0120060717671375,0.00237111710941589,0.138249776153575,0.792297328661038
0.00476813554196311,0.0171250354850264,7.48011644994244,0.385010831717542,0.0136460960065644,0.00251982833168347,0.0584856702358634,0.484956383042412
0.0047149787129929,0.0211524870122193,19.9923431980695,0.553252981978367,0.0133861438050918,0.00262173680474911,0.191297684472862,0.668228954837026
0.00696702328360119,0.0233355266742287,16.8525720002045,0.424876962744182,0.00914986142380746,0.00419863734150107,0.117820571380048,0.739384465241944
0.00634292765527279,0.0226273626270407,15.4121991452093,0.46857859721498,0.0158682131465576,0.00233291212704263,0.244001035165412,0.535727340257797
0.00145797278378487,0.0108862661250453,13.6083052411037,0.663014712260486,0.0176445362284802,0.00533739296006354,0.158860423932992,0.620632977664725
0.0061463697393943,0.0137909391736115,12.2936028021675,0.523349360810919,0.0135664687619904,0.00491802473157582,0.0306225819603441,0.54916218613903
0.00587754984255145,0.0244801872320361,19.5892180886558,0.459059974306522,0.0144593750456046,0.00345675750989383,0.174372972264635,0.29168269604296
0.0014551653237546,0.00892935404844697,10.2359762384479,0.599588438578396,0.0154158511816326,0.00481301841443357,0.220614259679946,0.865797363815961
0.0160040051366014,0.0151645386098993,9.04914731042728,0.353301079695833,0.00886113563413842,0.00395598491722564,0.0301009638347331,0.685093708818825
0.0126581541547355,0.0133405163652468,8.10706453150516,0.363316782127254,0.0132025377560363,0.0030295550981035,0.124785466075917,0.698449244989854
0.00953300271306711,0.00200702749908394,15.6574257242644,0.757288761007101,0.0093415701970242,0.00633370217942856,0.00147387038970277,0.853211655276268
0.0122499559174499,0.0134514546043214,15.9401737676796,0.562800102841511,0.00761588203589821,0.00495684251060937,0.149994384524223,0.804095836607355
0.00468957833096316,0.00540165019054167,6.75886406199911,0.505799874118076,0.0103791088327892,0.00415773693671575,0.05306891288492,0.813801386535479
0.0106290603075306,0.00763000743441941,6.78550166194029,0.420911885122961,0.0123085825495056,0.0023585779186039,0.0450387544391105,0.472278486131786
0.00418296203798184,0.00557054706550733,9.87896939981968,0.543924676161506,0.00778790265137954,0.00514362271214981,0.202890061875028,0.355300648252449
0.00830577973282091,0.00558193629376778,8.7947426810384,0.624416345874077,0.00955641674380928,0.00539546358621671,0.091462981921485,0.29382334704045
0.00309217811669069,0.0159887418496935,9.02464433862751,0.403873188258783,0.0147482196179792,0.00359385741774318,0.184499839041562,0.16030749355481
0.00300449912269958,0.0105355651118125,3.54715842357424,0.376712445870659,0.0125812801001923,0.00425766955213987,0.0238943267996749,0.42222746342346
0.00640337644323797,0.0225260162757611,14.2056241246584,0.414073351931219,0.0141227210627304,0.00359070069485241,0.237335959516751,0.607485082897727
0.00698337542888253,0.0170103839547449,12.5030615081775,0.432187997444106,0.0117197496536553,0.00279002849103023,0.233241001638188,0.359001671753786
0.0125590435270673,0.016436426626585,11.1273404350698,0.39189069448089,0.00719645976250017,0.00302230718871715,0.161539839298253,0.457010284585598
0.0134393961361695,0.00725033918653165,6.051306668738,0.514480445038272,0.0125712056201017,0.00355179732326859,0.120360437429876,0.659726117702553
0.00146433340581774,0.0309955866577568,17.9735913608866,0.390961789083435,0.0140734197152537,0.00383236480760652,0.162410516206068,0.210456564114158
0.00592000099607744,0.0115664251105482,8.89184282949074,0.44706471994089,0.0144911312341127,0.00222657022894178,0.121568043254569,0.316385267995766
0.000728221437535639,0.0121453516249823,9.53870797051621,0.45140507465834,0.0176618845909621,0.00310168304125691,0.0324654213918699,0.334377019540296
0.0118425191594506,0.00977412605614129,6.36758177383155,0.49298043296551,0.0123268023974797,0.00270996584692313,0.0244552648818133,0.338959921176402
0.000351018834517538,0.02028983064652,12.8752665316751,0.47044160432403,0.00959072856862042,0.00266273688770785,0.0285273609979222,0.406554055835735
0.00142044063194297,0.0121279043916326,12.8625431969315,0.576356645722867,0.00835541776143954,0.00586605216231007,0.0358672661025048,0.38179247056587
0.0109142998172049,0.0201919658193819,13.8126571952952,0.33077115305695,0.0160433482686189,0.00331679989084472,0.0160271763373919,0.0040934400080358
0.0155478779455092,0.0142684087808504,11.4026034833506,0.440162742654008,0.0127567775054019,0.00275676075484311,0.15574741524708,0.31415112007212
0.00721724341954634,0.0216286041263627,19.3186007647614,0.493993614275652,0.0127237506943422,0.00334072760490477,0.271875343981694,0.336346137564662
0.00240499836791155,0.0149272590771529,14.0227347558396,0.491688218807261,0.0148563206113201,0.00406654627313596,0.00487804048600819,0.349159423339795
0.0188750516653375,0.000608767475369298,2.42740882725832,0.575986864199175,0.00692349345514522,0.00269100256525831,0.0597199016359274,0.448590719191018
0.000849366341271376,0.00867377442935195,2.49691472490965,0.484455405510641,0.00802850100586686,0.00479048665406174,0.267734265333486,0.365627884585515
0.00659577035454437,0.0107875335407651,11.4755315797725,0.507741302395264,0.00962081949661514,0.00534026595366972,0.0776811197809649,0.801420892029857
0.00427607617060783,0.0175311426577868,11.1316741106718,0.479203525244525,0.0137225820282958,0.00253692514625802,0.138437593797539,0.641997900878175
0.0123540414888725,0.00264628984021258,11.4826704927985,0.702016686935015,0.00622055741852549,0.00728202026948808,0.114531040366695,0.413804732630363
0.010909804788381,0.00691735162443243,7.43207592413737,0.498990252512698,0.00621714863685378,0.0049742667295881,0.11497952716,0.103844893768486
0.0045838601098484,0.0176889479804521,13.7875602488667,0.454604063245673,0.00919858200207772,0.00489305458121748,0.0489894511528951,0.23832929023635
0.00286825520382301,0.0221200690187389,17.7689494113194,0.412807306075775,0.0106394259847676,0.00286752183335543,0.0221244587863645,0.656531015832134
0.0090959089267351,0.00402840935262024,8.66824733912003,0.584159128882996,0.0123107711276769,0.00464253208524489,0.11410363237449,0.891718239326236
0.00854845493217398,0.0207245099260685,16.0451703345085,0.388344928906267,0.0119096766632487,0.00290627848032121,0.230341889773712,0.00944577505381078
0.00402879131333525,0.00622508541957332,12.1599745158158,0.657614826739872,0.012287614344197,0.00542102967064736,0.0826033521904849,0.93639610728132
0.0038022187310521,0.00952634099983546,5.76038617129678,0.416159772310352,0.00944805934902996,0.00422559888690577,0.187359130665423,0.65665359351499
0.000741735891486058,0.0110003726781667,15.8701158950149,0.573683242674662,0.00968492283609478,0.00587566292001509,0.192927942394493,0.496000989414899
0.00266350969880084,0.0144084632230193,6.83060979728256,0.396536225054101,0.00959683339408071,0.0041271235412739,0.123946060104585,0.640872465822862
0.000420248916315592,0.0102388121530508,7.93336115508241,0.566386887289037,0.00948894135480481,0.00613346946436271,0.185698920800938,0.508299865372472
0.00871808866201497,0.01560894548957,11.4882468379928,0.420071180867091,0.0101162074388613,0.00366009324774925,0.276001138152184,0.22831748853076
0.00229344962117586,0.0144244331648301,6.99779233965592,0.406564943679093,0.012866843387617,0.00362563357774878,0.299207938427312,0.420555096473272
0.00646782069356718,0.0161013483719168,9.40754773236237,0.368327439257363,0.0115348877853181,0.00314968053983735,0.232992878575884,0.23790928104814
0.00236746732871929,0.0175335388176824,10.2243633099523,0.480057738838263,0.00980069238702822,0.00413072346650455,0.0481675524163351,0.0859473760414276
0.0127418390805261,0.00921422793868059,8.04965523627211,0.490324324870453,0.00570707080424898,0.00597309100895314,0.196077797053245,0.373491348318274
0.00393562149730108,0.0165436163094407,8.61565349555705,0.469479410829293,0.0120880153099759,0.00270687567748247,0.0679710237402605,0.151445966759758
0.000253225336737602,0.0210385465898576,13.4771165418392,0.461206475187078,0.0101595150449761,0.00467059484795855,0.070656016068495,0.355553524352594
0.00590727304479057,0.0174373008877619,14.1937570414868,0.436990460703887,0.00924496935920975,0.00511955137943251,0.297278607562631,0.389250680108785
0.00989133408950984,0.0089226365219869,8.56153217592656,0.494313508159426,0.00536842183943281,0.00315904584238091,0.122586028543118,0.825009379147215
0.0069762079672912,0.0122225909386103,5.71791079252052,0.43703636752106,0.00550706110521378,0.0062988914313457,0.118083553166216,0.562328782569288
