"betaAA","phi","kappa","alpha","zeta","betaHD","betaHI_EU","imp_nEU","propres_impnEU"
0.0209030367238108,0.0273577267927686,11.5733640690947,0.211371636563791,0.00273891181709313,0.00235682007512549,0.000445328511068474,0.183510777813338,0.629097468123848
0.00445244771923204,0.0415081621251351,18.5209310260783,0.217348781203109,0.0126229794936916,0.000552794719727744,4.2364292635465e-05,0.205718934604348,0.00244474128818439
0.0130895593719436,0.0451638219269861,28.1234259603371,0.188070921834944,0.0133436395965808,0.00131106288135749,0.000542869782892414,0.00295599490972009,0.0285886316200155
0.0019412921681755,0.0406403745135068,24.6967821405522,0.346810139937094,0.0126835361412685,0.0014331102459633,0.000440780474629604,0.223805559708147,0.0271846683271438
0.00491019837553675,0.0496134859630743,7.95527124414903,0.0925983354704159,0.00408408851620041,0.00181380260150048,0.000174720772763816,0.129920650500064,0.962515893366323
0.00116220012680271,0.042212537959883,18.4341202395894,0.226962687748572,0.00916933602021951,0.00116689314864584,0.000992499084714809,0.0418507867493144,0.3315028388233
0.00984716919825434,0.0429975740371498,17.1845596222869,0.107139495217579,0.00335963973035562,0.00158160818576482,0.00018222849991045,0.178730782590234,0.375107636077999
0.00234688478697955,0.0625810852333371,16.9844734558714,0.0378918569308156,0.008381313404677,0.00089553758789234,8.98365986669548e-05,0.186547673701284,0.583529649744605
0.00257939931581793,0.0399626629374197,17.411204856104,0.0680915266927492,0.00980330429409338,0.0010902111083302,0.000307323292719713,0.0517141242654365,0.0681774297239681
0.00756116342687716,0.0212853155858096,4.08579041553073,0.0489270279699389,0.00698876142050169,0.00155864820038776,7.35776210858146e-05,0.062320765146772,0.268506615512854
0.0038947848300298,0.0433191960067128,17.8625183377824,0.197643732207074,0.0175291277410522,0.00117204746625126,0.000273098642318035,0.199311001745233,0.455349697282827
0.0106335400396245,0.0475138219625186,29.7827392508562,0.496585361510638,0.00936608889148585,0.00135383684768764,0.000370006706387231,0.145206100869316,0.943015549455888
0.0162015601283679,0.0617321357947428,27.3428463914614,0.0404611739459398,0.00390119688752231,0.00234641414597958,0.000191404739478813,0.258840373274301,0.35045772525793
0.00376834471053667,0.0548908600663539,26.7194855544687,0.263558946177727,0.0153113066862477,0.000425717423358619,0.000427099439043386,0.21293858259802,0.160190450675355
0.0180313804414036,0.0239147101743189,12.3936619337671,0.15448734424768,0.00286276091006562,0.0025555885934498,0.00010898000040185,0.0607055313671414,0.472098522962429
0.0206536605855687,0.0384337693318805,27.5082679352979,0.356618097922358,0.0180257518306335,0.00144702976305755,0.000178725464316379,0.224300042506745,0.853073091815534
0.00246396860843066,0.0555133489888279,14.6591510156585,0.319988074483606,0.00991752390846651,0.00106262461393444,0.0004978698374022,0.164790657303301,0.592161604702908
0.0120780850490096,0.0378436395784187,21.977541280025,0.25365276515772,0.00395124308035575,0.0016495967945139,4.69358507983801e-05,0.227197138003131,0.927443701919252
0.016070278131944,0.0593377015781139,27.8090171311141,0.295331453578191,0.00394165713161238,0.00243014551896012,0.00022957816884388,0.113950626309508,0.933301014047179
0.0126648636477573,0.0345160522944975,7.92946060046208,0.129807799110726,0.0112884636780489,0.000831534461278597,0.000807110388858861,0.022726765637682,0.00429365347388618
0.0183431683759123,0.0311979384208336,11.307426481971,0.218642342669789,0.0089148224965541,0.000924992029706899,6.14666810659455e-05,0.0128590242277184,0.13389657060752
0.00166686949255075,0.0546248662325247,11.4831335666684,0.169197472598146,0.0110976991235714,0.00140338087694738,0.000412398077668361,0.0123609022016718,0.843345596728377
0.0263111550145777,0.0612630747318661,29.0898487521884,0.144953775577397,0.0151790590555623,0.000917370843027828,0.000280052136746054,0.188113329149386,0.163003266108262
0.0179548484293604,0.0160863464557176,10.8504318153046,0.254863553012609,0.00739228635149236,0.00151884087804294,2.37623694735171e-05,0.276044767407009,0.347486164992511
0.00402426817869625,0.0575223537670405,17.3294882391169,0.196864473745448,0.015009016340473,0.000801577448294421,0.000360697892549603,0.0675772877270889,0.44026416515389
0.00566827663761464,0.0358217120337778,11.4816608819945,0.168501440241995,0.0103242338036633,0.000615449464638198,0.00032963704261539,0.056833006971998,0.0624465755807929
0.00252816948264448,0.0799160755726117,23.0575783720346,0.235364840291208,0.012540969121657,0.000765753432279955,0.000280917040266816,0.181906232814063,0.262431920560113
0.0367887682096293,0.0266880125065979,21.7677373595286,0.549087786549855,0.016999966665637,0.00102427487626465,0.000383023351571861,0.0717020161466272,0.160953779448364
0.0114384135347654,0.0236173873564098,17.0948121003055,0.132552778720786,0.00640680681798788,0.00103140237439127,5.28027850493254e-05,0.00673575952058897,0.518832892199972
0.00608382257796806,0.0323480306723224,14.7126680068357,0.127253679704031,0.00501666639148397,0.0025055981394984,0.000429756634955959,0.129113917313491,0.307564279898493
0.0130030950993438,0.0393893802305932,16.7310055612923,0.190735591614243,0.0103731607196995,0.000680646412775608,6.06380309513896e-05,0.280830847197971,0.637639047122553
0.0171701541309917,0.052271657011663,29.354629712293,0.290795752876091,0.00572449756724931,0.001091317726175,0.000515195566885609,0.0187781714905226,0.901332360069666
0.0193805662503219,0.0346108429494987,13.6643564591324,0.199868394019822,0.00639942923274223,0.00131418690507701,0.000117338420796757,0.044361470737356,0.966140757990281
0.00364527614614243,0.0627894522109535,20.1945923588592,0.350862521242698,0.00601673425947839,0.000814685937288638,0.000945343043499439,0.244139061563664,0.382127291296382
0.00463716708835488,0.0304173903585379,3.1289798963749,0.0910873354500618,0.00838975950361213,0.000993869181602578,0.000525810160036778,0.202095320061254,0.832623448233328
0.0133271430693664,0.0636077929403999,27.6559713084868,0.0946097092552982,0.00461064758876698,0.00273361188998789,0.000353543345375469,0.154754370306647,0.840503987199651
