"betaAA","phi","kappa","alpha","zeta","betaHD","betaHI_EU","imp_nEU","propres_impnEU"
0.00158461082608366,0.00984750123802921,6.45677077334025,0.290606075114057,0.0123989872463348,0.00140522088129897,0.000181027933266338,0.193606300065728,0.208901811917928
0.00195839202970268,0.0376117577713075,19.7155089128304,0.268445448679949,0.00876293873318598,0.000922949960576301,0.000255286162608378,0.0417222208125194,0.591386318713421
0.0131178576428039,0.0190266825089603,15.9537663092278,0.401953394703073,0.0128884641759708,0.00129771316060882,0.000379569207960304,0.17659440336805,0.604184266759935
0.00786477392914689,0.0144765943006441,2.00905330849757,0.136867915522533,0.00821129145422099,0.00110693144868251,8.255422584373e-05,0.057713492039601,0.361266906264895
0.00536466362606714,0.00310557413439558,4.2841272552937,0.622786700270869,0.00708720298054573,0.000685802222254693,0.000993839731473625,0.22263407766983,0.918873656018879
0.00801862074749079,0.0265119904507886,19.8286954988529,0.40001587606104,0.0181476850218295,0.00049580260128995,0.000370003108310654,0.225665129743603,0.0856413547772784
0.00793252873386995,0.0408843625638603,19.1666194426849,0.0412131916943097,0.00976597315970656,0.00164606752074303,0.000127608961930012,0.104824435977174,0.557653555144973
0.0107878055148431,0.0305893309261316,13.5498627274765,0.109023483874305,0.00609806067915069,0.00189565565838575,6.64303856205426e-05,0.248555856377526,0.559145193178351
0.0121897338062955,0.0253073328392082,10.5806339452016,0.110512829681153,0.00406444832828022,0.0021576434177623,0.000181866167272822,0.228282869313412,0.488133783727223
0.003671057474466,0.02991930070178,11.4242307557535,0.213910835628388,0.0117368417661962,0.000763082905492545,0.000139202206747251,0.0587867009158715,0.528595577246972
0.0116370958496832,0.0353125305530254,19.4382456670286,0.171396928875827,0.0070357504460832,0.00090351333333272,0.000151355933024241,0.0736368349085907,0.0958060168553813
0.00824986755944613,0.033845918922398,21.7981296261338,0.190429514353496,0.00799757129789773,0.00200568437916363,1.6793148143928e-05,0.165481944296455,0.342813856400889
0.0194544633718131,0.0214866007981418,12.8197371612087,0.195774190672377,0.0065231891785246,0.000898194534845785,6.63224753141619e-05,0.0484133788107586,0.0401430043641834
