"betaAA","phi","kappa","alpha","zeta","betaHA","imp_nEU","propres_impnEU"
0.0138618566633591,0.0100339133016938,7.28680972519436,0.336530162997688,0.00808386981211771,0.000500277887060315,0.293947832957475,0.0243352672034808
0.00620086905369047,0.00659729046399597,6.6617796498601,0.490245574098034,0.0118831788384859,0.000426444684920403,0.217382927182083,0.275982823572238
0.00286781060151887,0.0150534843068776,16.3373004248054,0.528435847265132,0.0180119566054687,0.000723649202725055,0.0288675293029807,0.701981003645198
0.000864991868748952,0.000582422831485091,6.00344614391699,0.641533158477282,0.0158864695418134,0.000530592297510789,0.105344986352093,0.54640351651484
0.01359693837803,0.00162976108122506,0.956492463370807,0.464058852014162,0.0048289788972547,0.000597026921717055,0.269657134520058,0.337912766264285
0.0044563487028794,0.00652496105062829,0.912510238970999,0.39752613816695,0.00787934203024977,0.000589610383769123,0.290505555227053,0.132878908620342
0.00457518167221703,0.00761473689149355,5.19821115596304,0.488003776695578,0.00914669131212753,0.000615966960788274,0.0926758528612321,0.262976071508978
0.00278084250658991,0.00567377741314933,4.69689982571077,0.479996444235236,0.013455867748682,0.000562885297801352,0.149260292695731,0.0036373040995604
0.00186586574683976,0.00890867583838509,16.3641360847344,0.629644368250972,0.0187279567143024,0.000486693047901943,0.12309834905747,0.670890345980944
0.00880793515601152,0.00338059660603196,3.9421884640006,0.493601457378067,0.0113293481778121,0.000626824087889444,0.269991161206763,0.157568821095885
0.00321237512353917,0.00216087410595018,6.88017986178295,0.612622793949458,0.0138560015360646,0.000843125286164678,0.12675126737246,0.327594245404069
0.000480645746987772,0.00866475384508469,10.1701775246581,0.548932050765834,0.01341458301723,0.000832548144574434,0.170822480590313,0.324165152708546
0.00164641677361794,0.00557444976436701,8.26715257261845,0.601660805935614,0.0107302807967159,0.000751929673169275,0.0887106241285327,0.0986585032742557
0.0132601180032019,0.00646996842364981,8.1290780303876,0.503641436660169,0.00981791445397493,0.00067473893806579,0.224135767181286,0.338086720280927
0.000378675096461904,0.0048846894632833,0.888069291694202,0.520566742916631,0.0103634788239907,0.000761946562989791,0.258881110774116,0.518249830354176
0.00752038516594209,0.00761510906550249,5.05097490670379,0.41494700380654,0.00882481161123038,0.000417075604406402,0.265061658203119,0.15901460798165
0.00832867182033365,0.000286958641897623,0.785018993848567,0.572409270911211,0.00850578261916564,0.000529099135249682,0.125931254724051,0.588579742681575
0.000585320819236836,0.0121146078318123,18.7923344007621,0.612895237105081,0.0114815287496492,0.000852241576068094,0.258938119590865,0.51538986392361
0.00287203251927249,0.00929097526036175,10.074098707669,0.557270298706629,0.0143450406171122,0.000567830909131844,0.167750572916714,0.387141348538463
0.00461769234085555,0.00181592771256775,7.09630881536561,0.557832423694054,0.00693854308801225,0.000854031670040676,0.195495200608741,0.0041036107939777
0.00942619169513352,0.010194099563139,8.96032630321713,0.408836487415199,0.0131383886705265,0.000561414007897367,0.233108731576883,0.0374353127925879
0.00706557458284565,0.00738596412200634,7.21997108213601,0.50426922939173,0.0111350471645799,0.000431687697395443,0.274030368987099,0.425817498196341
0.00659681614799625,0.00202812663826663,6.62103569861056,0.557807093502169,0.0117206201077747,0.000590787998461819,0.135165784299362,0.869202042843216
0.00340051448730234,0.0149039441123113,14.4496525483432,0.471816276328453,0.0116102819122671,0.000574584820283406,0.0878456957130776,0.159923697036472
